"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YWCG5D7X","conferencePaper","2025","Liao, Jingyi; Ruttik, Kalle; Jäntti, Riku; Han, Zhu","Data Assisted Backscatter Communications Using DECT-2020 NR+ as Ambient Signal","2025 IEEE 26th International Workshop on Signal Processing and Artificial Intelligence for Wireless Communications (SPAWC)","978-1-6654-7776-5","","10.1109/SPAWC66079.2025.11143257","https://ieeexplore.ieee.org/document/11143257/","The Digital Enhanced Cordless Telecommunications (DECT-2020) New Radio (NR+), standardized by the European Telecommunications Standards Institute (ETSI), addresses International Telecommunication Union (ITU) IMT-2020 requirements for Internet of Things (IoT) and Industrial IoT. Although DECT2020 NR+ offers robust connectivity, it does not support ultra-low power or batteryless operation. The 3rd Generation Partnership Project’s (3GPP’s) Ambient Internet of Things (AIoT) initiative targets ultra-low power IoT devices operating on harvested ambient energy, with backscatter communication as a promising technology. This paper integrates backscatter-based AIoT functionality into DECT networks, leveraging existing DECT transmissions and data-assisted channel estimation to recover backscattered information. An Ambient Backscatter Communication (AmBC) receiver is symbiotically embedded within the DECT receiver, using Received Signal Strength (RSS) of DECT data traffic. We open-sourced the Matlab code for the DECT receiver in a Software-Defined Radio (SDR) platform. Over-theair experiments demonstrate feasibility, achieving Bit Error Rate (BER) performance as low as 0.02 under optimal conditions.","2025-07-07","2026-03-24 13:21:33","2026-07-08 13:44:59","2026-03-24 13:21:33","1-5","","","","","","","","","","","IEEE","Surrey, United Kingdom","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/JKDD6I2G/Liao et al. - 2025 - Data Assisted Backscatter Communications Using DECT-2020 NR+ as Ambient Signal.pdf","","","Wireless networks; Performance evaluation; Receivers; Internet of Things; Artificial intelligence; Software radio; Bit error rate; Telecommunications; Ambient Backscatter Communications; Backscatter; Digital Enhanced Cordless Telecommunication; Low power electronics; Open-source Software; Received Signal Strength; Software-Defined Radio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 26th International Workshop on Signal Processing and Artificial Intelligence for Wireless Communications (SPAWC)","","","","","","","","","","","","","","",""
"DMK3FLIG","conferencePaper","2025","Bin Asif, Awais; Ahmad, Hassan; Peissig, Jürgen","IRS-Assisted DECT-2020 NR Framework for Ensuring URLLC Constraints in Industrial IoT","2025 21th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","979-8-3503-9281-4","","10.1109/WiMob66857.2025.11257448","https://ieeexplore.ieee.org/document/11257448/","DECT 2020 NR is a Radio Interface Technology (RIT) introduced by ETSI for massive Machine Type Communications (mMTC) and Ultra-Reliable Low Latency Communications (URLLC) use cases. Notably, DECT 2020 NR stands as the sole non-cellular 5G technology apt for industrial IoT (IIoT) scenarios. However, achieving the stringent reliability and latency requirements of URLLC in dense industrial settings poses a significant challenge due to various propagation losses and severe shadowing. In this research work, we propose a novel DECT 2020 NR framework incorporating Intelligent Reflecting Surface (IRS) to meet the challenging URLLC constraints. The framework maps the system model in 3D space, including the 3D mapping of the radiation pattern of IRS, and employs the Separating Axis Theorem (SAT) to systematically identify shadowed regions within this 3D system model and mitigate the identified shadowed areas, leveraging the proposed novel MAC procedure for the IRS-assisted DECT 2020 NR network. Additionally, we propose a resource allocation scheme based on the priority given to radio devices ready to offload the data. Comparative analysis demonstrates that our proposed solution achieves significant improvements in received power, throughput, and reduction in round-trip time (RTT) when compared to both the existing approach and the conventional DECT 2020 NR standard.","2025-10-20","2026-03-24 13:21:35","2026-07-08 13:46:31","2026-03-24 13:21:35","223-230","","","","","","","","","","","IEEE","Marrakesh, Morocco","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/34TG3FGJ/Bin Asif et al. - 2025 - IRS-Assisted DECT-2020 NR Framework for Ensuring URLLC Constraints in Industrial IoT.pdf","","","Throughput; Resource management; Reliability; Ultra reliable low latency communication; URLLC; Standards; Wireless communication; Industrial Internet of Things; DECT 2020 NR; Industrial IoT; IRS; Shadow mapping; Solid modeling; Three-dimensional displays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 21th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","","","","","","","","","","","","","","",""
"UUJSLA5A","conferencePaper","2024","Saikko, Antti; Talvitie, Jukka; Valkama, Mikko","Positioning in DECT-2020 NR with Proactive Measurement Selection","2024 International Conference on Localization and GNSS (ICL-GNSS)","979-8-3503-8078-1","","10.1109/ICL-GNSS60721.2024.10578492","https://ieeexplore.ieee.org/document/10578492/","","2024-06-25","2026-03-24 13:21:38","2026-07-08 13:43:53","2026-03-24 13:21:38","1-7","","","","","","","","","","","IEEE","Antwerp, Belgium","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/96LE8VUJ/Saikko et al. - 2024 - Positioning in DECT-2020 NR with Proactive Measurement Selection.pdf","","","Performance evaluation; positioning; DECT-2020 NR; New Radio; Energy consumption; Fisher information; Position measurement; Energy measurement; extended Kalman filter; internet-of-things; Mobility models; non-cellular 5G; Prediction algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 International Conference on Localization and GNSS (ICL-GNSS)","","","","","","","","","","","","","","",""
"PM2GGBXM","conferencePaper","2020","Dhanwani, Vishakha; Kumar, Navin; Bachkaniwala, Akhil Kalpesh; Rawal, Divyang; Kumar, Sendil","Assessment of Candidate Technology ETSI: DECT-2020 New Radio","2020 IEEE 3rd 5G World Forum (5GWF)","978-1-7281-7299-6","","10.1109/5GWF49715.2020.9221186","https://ieeexplore.ieee.org/document/9221186/","A number of IMT-2020 candidate technologies including the 3GPP have been submitted to the ITU-R. All candidate technologies are expected to meet the minimum performance requirements set by ITU-R for getting recommended as IMT-2020. In this paper, based on the submissions for Digital Enhanced Cordless Telecommunication (DECT-2020 NR) technology, we have evaluated the performances of latency, reliability and connection density as per ITU-R evaluation methodology. We found that the latency requirements can only be met using half-slot transmissions or HARQ-less full-slot transmission in contrary to the results submitted in the self-evaluation report of the DECT-2020 NR. Due to lack of details in the submissions; like the channel and interference modeling between device to device relaying, scheduling and control of relay propagation direction, we could not conclude whether the DECT-2020 NR can meet the minimum performance requirement of connection density of IMT-2020.","2020-09","2026-03-24 13:21:39","2026-07-08 13:46:39","2026-03-24 13:21:39","625-630","","","","","","Assessment of Candidate Technology ETSI","","","","","IEEE","Bangalore, India","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/6Q8QHIGZ/Dhanwani et al. - 2020 - Assessment of Candidate Technology ETSI DECT-2020 New Radio.pdf","","","Topology; Performance evaluation; Reliability; Ultra reliable low latency communication; Interference; Latency; 5G India Forum; Beamformng; Connection Density; DECT; New Radio; NR; Relays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE 3rd 5G World Forum (5GWF)","","","","","","","","","","","","","","",""
"APYZFG7G","conferencePaper","2025","Asif, Awais Bin; Ahmad, Hassan; Preihs, Stephan; Peissig, Jürgen","URLLC-Based Multi-Hop Communication Using DECT-2020 NR","2025 IEEE Wireless Communications and Networking Conference (WCNC)","979-8-3503-6836-9","","10.1109/WCNC61545.2025.10978532","https://ieeexplore.ieee.org/document/10978532/","DECT-2020 New Radio (NR) is a Radio Interface Technology (RIT) introduced by ETSI for massive Machine Type Communications (mMTC) and Ultra-Reliable Low Latency Communications (URLLC) use cases. A single DECT-2020 NR Radio Device (RD) in Fixed Termination (FT) mode announces radio resources for the connected RDs in Portable Termination (PT) mode. An RD can also operate in both modes simultaneously as an FT/PT. An RD in FT mode is responsible for packet routing for the connected radio devices. However, for multi-hop communication, RDs in FT mode flood the packet, which utilizes more network resources and introduces additional latency. In this paper, we propose a routing procedure for URLLC-based multihop communication using the MAC layer and convergence layer functionalities of DECT-2020 NR. Moreover, we formulate the optimization problem for optimal path selection based on userplane latency, which is our previous contribution to the ETSI self-evaluation technical report of DECT-2020 NR and propose a graph theory-based solution. The investigations demonstrate that an improvement of up to 15% in throughput and a reduction of up to 15% in end-to-end latency is observed in comparison with the standard flooding procedure.","2025-03-24","2026-03-24 13:21:41","2026-07-09 08:58:58","2026-03-24 13:21:41","1-7","","","","","","","","","","","IEEE","Milan, Italy","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/VNIX9XZW/Asif et al. - 2025 - URLLC-Based Multi-Hop Communication Using DECT-2020 NR.pdf","","","Throughput; Ultra reliable low latency communication; URLLC; Standards; Optimization; DECT-2020 NR; Routing; Floods; Spread spectrum communication; Costs; Logic gates; Multi-Hop Commu-; Writing; Multi-Hop Commu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE Wireless Communications and Networking Conference (WCNC)","","","","","","","","","","","","","","",""
"858I8HVP","conferencePaper","2021","Penner, Maxim; Nabeel, Muhammad; Peissig, Jurgen","URLLC Performance Evaluation of IMT-2020 Candidate Technology: DECT-2020 New Radio","2021 IEEE 94th Vehicular Technology Conference (VTC2021-Fall)","978-1-6654-1368-8","","10.1109/VTC2021-Fall52928.2021.9625340","https://ieeexplore.ieee.org/document/9625340/","The European Telecommunications Standards Institute (ETSI) Technical Committee (TC) Digital Enhanced Cordless Telecommunications (DECT) and DECT forum have recently introduced DECT-2020 New Radio (NR) as an International Mobile Telecommunications 2020 (IMT-2020) candidate technology for the massive Machine Type Communications (mMTC) and Ultra Reliable Low Latency Communications (URLLC) use cases. To consider DECT-2020 NR as an IMT-2020 technology, the International Telecommunication Union, Radiocommunication Sector (ITU-R) has determined different independent evaluation groups to assess its performance against the IMT-2020 requirements. These independent evaluation groups are now in the process of investigating DECT-2020 NR. In order to successfully assess a technology, one important aspect is to fully understand the underlying physical layer and its performance in different environments. Therefore, in this paper, we ﬁrst focus on the physical layer of DECT-2020 NR and investigate its linklevel performance with standard channel models provided by the ITU-R for evaluation. We then use these link-level results to perform system-level evaluation of DECT-2020 NR for its suitability for the URLLC use case of Fifth Generation (5G). By performing extensive simulations, we show that DECT-2020 NR is well suited for URLLC. The results presented in this work will be beneﬁcial for the independent evaluation groups and researchers as these results can help calibrating their physical layer performance curves and in comparing the system-level performance of DECT-2020 NR.","2021-09","2026-03-24 13:21:43","2026-07-08 13:44:08","2026-03-24 13:21:43","1-7","","","","","","URLLC Performance Evaluation of IMT-2020 Candidate Technology","","","","","IEEE","Norman, OK, USA","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/WGN3S8JI/Penner et al. - 2021 - URLLC Performance Evaluation of IMT-2020 Candidate Technology DECT-2020 New Radio.pdf","","","Ultra reliable low latency communication; Physical layer; New Radio; Vehicular and wireless technologies; ETSI; Spatial diversity; Transceivers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE 94th Vehicular Technology Conference (VTC2021-Fall)","","","","","","","","","","","","","","",""
"7CJQILKE","conferencePaper","2024","Kizilirmak, Refik Caglar; Askarov, Satzhan","Examination of PHY Layer Features in DECT-2020 and LTE-M Networks","2024 IEEE 10th Information Technology International Seminar (ITIS)","979-8-3315-2129-5","","10.1109/ITIS64716.2024.10845321","https://ieeexplore.ieee.org/document/10845321/","This paper provides a comparative analysis of the physical layer (PHY) characteristics of DECT-2020 NR and LTE-M, two critical standards for IoT communication. DECT-2020 NR, developed by ETSI, is intended for industrial IoT applications and provides low-latency, reliable communication in high-density environments. In contrast, LTE-M, which is a member of the 3GPP family, is designed to provide broad coverage, energy efﬁciency, and mobility support for low-power devices. The study emphasizes the distinctions between the standards regarding data rates, modulation schemes, and frequency bands, displaying how each standard fulﬁlls speciﬁc IoT requirements. Furthermore, it highlights the complementing characteristics of DECT-2020 NR and LTE-M, by providing performance insights such as bit-error rate (BER) analysis and spectral efﬁciency.","2024-11-06","2026-03-24 13:21:44","2026-07-08 13:45:11","2026-03-24 13:21:44","200-204","","","","","","","","","","","IEEE","Surabaya, Indonesia","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/3HPWGLXZ/Kizilirmak and Askarov - 2024 - Examination of PHY Layer Features in DECT-2020 and LTE-M Networks.pdf","","","Performance evaluation; Reliability; Standards; Industrial Internet of Things; Low latency communication; Energy efficiency; Numerical simulation; DECT-2020 NR; Physical layer; IoT; LTE-M; Seminars; Spectral efficiency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 10th Information Technology International Seminar (ITIS)","","","","","","","","","","","","","","",""
"MGGDFGYK","journalArticle","2025","Saikko, Antti; Talvitie, Jukka; Säe, Joonas; Pirskanen, Juho; Valkama, Mikko","Positioning and Tracking in DECT-2020 NR With Proactive Anchor Selection for Range, Angle, and RSS Measurements","IEEE Journal of Indoor and Seamless Positioning and Navigation","","2832-7322","10.1109/JISPIN.2025.3559907","https://ieeexplore.ieee.org/document/10963685/","This article addresses efﬁcient positioning and user device tracking in Internet-of-Things (IoT) networks with particular focus on the new DECT-2020 New Radio standard—the ﬁrst noncellular 5G technology standard in the world. Stemming from fundamental performance requirements of IoT networks, for example, related to energy consumption, latency, and reliability, it is important to utilize available radio resources efﬁciently, while avoiding redundant transmissions and signaling. In this article, we extend our earlier proposed tracking-based positioning solution, which utilized Fisher information to select the most beneﬁcial range and angle measurements, to cover also received signal strength (RSS)-based measurements and particle ﬁlter-based solutions. By exploiting prior information inherited from trackingbased positioning solutions, it is possible to proactively select the most valuable positioning measurements, and thus save valuable effort and time in acquiring and processing positioning measurements without sacriﬁcing the positioning performance in practice. Through extensive numerical evaluations, considering range, angle, and RSS measurements, we show that the proposed anchor selection method is able to outperform the traditional signal-to-noise ratio-based measurement selection approach, while enabling positioning with a smaller number of measurements. In addition, we illustrate the effect of prior information quality on the proposed method performance by varying the measurement interval in the tracking process. The numerical results show that when only two anchors are utilized, approximately up to 10%–50% reduction in positioning root-mean-square error can be achieved depending on the considered measurement type.","2025","2026-03-24 13:21:47","2026-07-08 13:45:49","2026-03-24 13:21:47","70-80","","","3","","J. Ind. Sea. Pos. Nav.","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/legalcode","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/S8FPLZNE/Saikko et al. - 2025 - Positioning and Tracking in DECT-2020 NR With Proactive Anchor Selection for Range, Angle, and RSS M.pdf","","","OFDM; positioning; New Radio; Atmospheric measurements; Digital Enhanced Cordless Telecommunications—2020 New Radio (DECT-2020 NR); Estimation; extended Kalman filter (EKF); Fisher information; Internet-of-Things (IoT); Measurement uncertainty; Navigation; noncellular 5G; particle filter; Particle filters; Particle measurements; Position measurement; Time measurement; tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U6BXEKCC","preprint","2021","Penner, Maxim; Nabeel, Muhammad; Peissig, Jürgen","Link-Level Performance Evaluation of IMT-2020 Candidate Technology: DECT-2020 New Radio","","","","10.48550/arXiv.2104.08549","http://arxiv.org/abs/2104.08549","The ETSI has recently introduced the DECT-2020 New Radio (NR) as an IMT-2020 candidate technology for the mMTC and URLLC use cases. To consider DECT-2020 NR as an IMT-2020 technology, the ITU-R has determined different independent evaluation groups to assess its performance against the IMT-2020 requirements. These independent evaluation groups are now in process of investigating the DECT-2020 NR. In order to successfully assess a technology, one important aspect is to fully understand the underlying physical layer and its performance in different environments. Therefore, in this paper, we focus on the physical layer of DECT-2020 NR and investigate its link-level performance with standard channel models provided by the ITUR for evaluation. We perform extensive simulations to analyze the performance of DECT-2020 NR for both URLLC and mMTC use cases. The results presented in this work are beneﬁcial for the independent evaluation groups and researchers as these results can help calibrating their physical layer performance curves. These results can also be used directly for future system-level evaluations of DECT-2020 NR.","2021-04-17","2026-03-24 13:21:49","2026-07-08 13:45:52","2026-03-24 13:21:49","","","","","","","Link-Level Performance Evaluation of IMT-2020 Candidate Technology","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2104.08549 [cs]","Comment: 6 pages, 5 figures, 3 tables; Comment: 6 pages, 5 figures, 3 tables","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/BZBCQNJ2/Penner et al. - 2021 - Link-Level Performance Evaluation of IMT-2020 Candidate Technology DECT-2020 New Radio.pdf; /home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/QAI7NMHY/2104.html","","","Computer Science - Networking and Internet Architecture","","","","","","","","","","","","","","","","","","","arXiv:2104.08549","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36WDG65A","journalArticle","2022","Kovalchukov, Roman; Moltchanov, Dmitri; Pirskanen, Juho; Sae, Joonas; Numminen, Jussi; Koucheryavy, Yevgeni; Valkama, Mikko","DECT-2020 New Radio: The Next Step toward 5G Massive Machine-Type Communications","IEEE Communications Magazine","","0163-6804, 1558-1896","10.1109/MCOM.001.2100375","https://ieeexplore.ieee.org/document/9799793/","Massive machine type communications (mMTC) is one of the cornerstone services that must be supported by 5G systems. 3GPP has already introduced LTE-M and NB-IoT, referred to as cellular IoT (CIoT), in 3GPP Releases 13, 14, and 15, and submitted these technologies as part of 3GPP’s IMT-2020 technology submission to ITU-R. Even though NB-IoT and LTE-M have been shown to satisfy 5G mMTC requirements, it is expected that these CIoT solutions will not address all aspects of IoT and ongoing digitalization, including the support for direct communication between ”things” with flexible deployments, different business models, as well as support for even higher node densities and enhanced coverage. In this article, we first describe the Digital Enhanced Cordless Telecommunications (DECT) DECT-2020 standard recently published by ETSI for mMTC communications. We then evaluate its performance and compare it to the existing low-power wide area network solutions, showing that it outperforms those in terms of supported density of nodes while keeping delay and loss guarantees at the required level.","2022-06","2026-03-24 13:21:51","2026-07-08 13:45:09","2026-03-24 13:21:51","58-64","","6","60","","IEEE Commun. Mag.","DECT-2020 New Radio","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/42VHUM48/Kovalchukov et al. - 2022 - DECT-2020 New Radio The Next Step toward 5G Massive Machine-Type Communications.pdf","","","3GPP; 5G mobile communication; Internet of Things; Routing; Low-power wide area networks; Massive machine type communication; Network topology; Urban areas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X78LTGNT","conferencePaper","2024","Ahmad, Hassan; Asif, Awais Bin; Peissig, Jürgen; Penner, Maxim","MAC Protocol for Reducing Outage Probability in DECT-2020 New Radio","2024 20th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","979-8-3503-8744-5","","10.1109/WiMob61911.2024.10770522","https://ieeexplore.ieee.org/document/10770522/","DECT-2020 New Radio (NR) is a Radio Interface Technology (RIT) recognized for fulfilling the requirements of IMT-2020 Ultra Reliable Low Latency Communications (URLLC) and massive Machine Type Communications (mMTC) application scenarios. A single DECT-2020 NR Radio Device (RD) in Fixed Termination (FT) mode announces the radio resources, while other RDs in Portable Termination (PT) mode directly connect to it. A single RD can also operate in both modes simultaneously as an FT/PT. In this research work, we consider the requirement of an ultra-reliable DECT-2020 NR private network with a limited number of RDs in a given Region Of Interest (ROI) and propose a Medium Access Control (MAC) protocol to reduce the outage probability by exploiting the FT/PT mode functionality of an RD. We utilize the Cluster and Network Beacon Messages periodically transmitted by the FT to prompt connected PTs to change to FT/PT mode and route the data for a specific RD positioned in an outage location, ensuring an outage rate of less than 1% in the ROI. Furthermore, we demonstrate the effectiveness of our proposed technique through event-based simulations.","2024-10-21","2026-03-24 13:21:53","2026-07-09 08:58:47","2026-03-24 13:21:53","42-49","","","","","","","","","","","IEEE","Paris, France","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/UKHUIUHG/Ahmad et al. - 2024 - MAC Protocol for Reducing Outage Probability in DECT-2020 New Radio.pdf","","","5G; Ultra reliable low latency communication; URLLC; Power system reliability; Probability; Wireless communication; Network coding; New Radio; coverage; DECT-2020; Event detection; MAC; outage rate; Planning; Routing; Routing protocols; Simulation; TDMA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 20th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","","","","","","","","","","","","","","",""
"FR43VRWU","conferencePaper","2021","Singhwi, Tanmay; Andra, Samya; Seelam, Sai Jaswanth; Makkar, Rahul; Rawal, Divyang; Sharma, Nikhil","DECT-2020 New Radio System Level Assessment for Multi-Hop Assisted mMTC usage Scenario","2021 IEEE International Conference on Advanced Networks and Telecommunications Systems (ANTS)","978-1-6654-4893-2","","10.1109/ANTS52808.2021.9936990","https://ieeexplore.ieee.org/document/9936990/","All the candidate technologies submitted to the ITUR are expected to meet the minimum performance requirements for getting recommended as IMT-2020. This paper considered a submission for digital enhanced cordless telecommunication new radio (DECT-2020 NR) technology evaluation. We proposed various approaches for relay selection, channel/frequency allocation for the relay and device association with relays for massive machine type communication (mMTC) scenario based on DECT2020 NR speciﬁcations. These approaches are compared based on SINR received by the users. Simulation results conclude that the angles based approach is the most optimal method for relay selection and device association. For an average percentile of users, a difference of 7dB can be observed between the worst and best approach.","2021-12-13","2026-03-24 13:21:55","2026-07-08 13:43:36","2026-03-24 13:21:55","1-6","","","","","","","","","","","IEEE","Hyderabad, India","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/7GTJ7QUE/Singhwi et al. - 2021 - DECT-2020 New Radio System Level Assessment for Multi-Hop Assisted mMTC usage Scenario.pdf","","","5G; Performance evaluation; Interference; New Radio; Simulation; Massive machine type communications; digital enhanced cordless telecommunication (DECT); Telecommunications; Communications technology; massive machine type communication (mMTC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE International Conference on Advanced Networks and Telecommunications Systems (ANTS)","","","","","","","","","","","","","","",""
"LQ4H8UI3","conferencePaper","2024","Llaguno, Endika; Pretel, Ivan; Angueira, Pablo; Montalban, Jon","Physical Layer Performance of DECT-2020 New Radio for Factory Automation","2024 IEEE 20th International Conference on Factory Communication Systems (WFCS)","979-8-3503-1934-7","","10.1109/WFCS60972.2024.10540949","https://ieeexplore.ieee.org/document/10540949/","Derived from the work at IMT-2020, the standard DECT2020-NR provides non-cellular communication solutions for applications requiring strict latency and reliability for flexible and adaptive deployments. Examples include industrial and audiovisual communications. This work-in-progress analyzes the physical layer performance of DECT2020-NR in an industrial environment. Different types of communication links are considered and various propagation channel conditions and system configurations are simulated. The results obtained confirm the need for a MAC access layer with link control techniques to ensure the reliability requirements of industrial applications.","2024-04-17","2026-03-24 13:21:57","2026-07-09 08:58:20","2026-03-24 13:21:57","1-4","","","","","","","","","","","IEEE","Toulouse, France","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/RB8UVIUA/Llaguno et al. - 2024 - Physical Layer Performance of DECT-2020 New Radio for Factory Automation.pdf; /home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/254IHHZW/85195415247.html","","","5G; Reliability; URLLC; Standards; Production facilities; mMTC; Communication systems; DECT-2020NR; Factory Automation; Manufacturing automation; Physical layer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 20th International Conference on Factory Communication Systems (WFCS)","","","","","","","","","","","","","","",""
"AVF7XN9H","conferencePaper","2025","Ahmad, Hassan; Bin Asif, Awais; Poets, Alexander; Peissig, Jürgen","MAC-Layer Protocol for Ultra-Reliable Multi-Hop Communication in DECT-2020 NR IIoT Networks","2025 21th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","979-8-3503-9281-4","","10.1109/WiMob66857.2025.11257485","https://ieeexplore.ieee.org/document/11257485/","DECT-2020 New Radio (NR) is a Radio Interface Technology (RIT) that meets the IMT-2020 requirements for UltraReliable Low-Latency Communications (URLLC) and massive Machine-Type Communications (mMTC). ITU-R approval was gained by the end of 2021, and it remains the only non-cellular 5G technology to date. This work presents an enhanced Medium Access Control (MAC) protocol that utilizes the mesh-networking capability of DECT-2020 NR, extending the procedures and MAC messages beyond the standard. The protocol dynamically assigns radio devices (RDs) the role of intermediate nodes for routing data to RDs in locations prone to outages, thereby reducing the outage rate to below 1% and expanding the network’s coverage area. Furthermore, event-based simulations demonstrate the protocol’s potential to enable ultra-reliable 5G private networks, positioning DECT-2020 NR as a promising candidate for evolving into a 6G wireless technology in future releases of the standard.","2025-10-20","2026-03-24 13:21:59","2026-07-08 13:46:04","2026-03-24 13:21:59","1-8","","","","","","","","","","","IEEE","Marrakesh, Morocco","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/R2Z7JB5K/Ahmad et al. - 2025 - MAC-Layer Protocol for Ultra-Reliable Multi-Hop Communication in DECT-2020 NR IIoT Networks.pdf","","","5G; Protocols; Wireless networks; Ultra reliable low latency communication; URLLC; 6G; Standards; Industrial Internet of Things; 6G mobile communication; New Radio; DECT-2020; Event detection; MAC; Routing; TDMA; Media Access Control; Coverage; Future Wireless Networks; Outage Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 21th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","","","","","","","","","","","","","","",""
